Шал,Тагт,Ашиглалтанд орсон он,Гараж,Цонх,Барилгын давхар,Хаалга,Талбай,Хэдэн давхарт,Лизинг,Дүүрэг,Цонхны тоо,Байршил,Үнэ
Паркет,Тагтгүй,2019,Байхгүй,Вакум,18,Бүргэд,102.3м²,3,Банкнылизингтэй,Хан-Уул,6,Зайсан,"358,05сая"
Паркет,1тагттай,2020,Байгаа,Вакум,10,Төмөр,131.0м²,8,Лизинггүй,Хан-Уул,7,Яармаг,"3,5сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,12,Бүргэд,68.76м²,10,Лизинггүй,СонгиноХайрхан,3,5шар,"1,55сая"
Паркет,1тагттай,1992,Байхгүй,Вакум,9,Бүргэд,30.0м²,3,Лизинггүй,Баянгол,4,"3,4хороолол",82сая
Паркет,1тагттай,2017,Байхгүй,Вакум,6,Бүргэд,50.0м²,3,Лизинггүй,СонгиноХайрхан,3,Бусад,59сая
Паркет,1тагттай,2021,Байгаа,Вакум,15,Бүргэд,45.0м²,15,Лизинггүй,Сүхбаатар,2,Баянбүрд,"1,95сая"
Паркет,1тагттай,2017,Байхгүй,Вакум,12,Бүргэд,31.0м²,1,Лизинггүй,Баянзүрх,2,Амгалан,"1,65сая"
Паркет,1тагттай,1999,Байхгүй,Вакум,3,Бүргэд,70.0м²,2,Лизинггүй,Баянзүрх,4,Бусад,110сая
Паркет,3+тагттай,2013,Байхгүй,Вакум,10,Бүргэд,197.78м²,9,Лизинггүй,Хан-Уул,8,Зайсан,"453,91сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,13,Бүргэд,55.0м²,6,Лизинггүй,Хан-Уул,2,Яармаг,"1,8сая"
Паркет,Тагтгүй,2013,Байхгүй,Вакум,10,Бүргэд,87.0м²,1,Лизинггүй,Баянзүрх,6,Зүүн4зам,"114,66сая"
Паркет,1тагттай,2017,Байхгүй,Вакум,5,Төмөр,61.8м²,1,Лизинггүй,Хан-Уул,4,Яармаг,108сая
Паркет,1тагттай,2013,Байхгүй,Вакум,12,Бүргэд,114.5м²,12,Лизинггүй,Баянгол,5,Алтайхотхон,"173,12сая"
Паркет,1тагттай,2000,Байхгүй,Вакум,4,Вакум,21.0м²,4,Лизинггүй,СонгиноХайрхан,3,21-рхороолол,65сая
Паркет,1тагттай,2021,Байгаа,Вакум,12,Бүргэд,50.6м²,5,Лизинггүй,Баянзүрх,2,Бусад,"1,5сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,12,Бүргэд,78.5м²,5,Банкнылизингтэй,Баянгол,4,Төмөрзам,"2,4сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,12,Бүргэд,77.99м²,5,Банкнылизингтэй,Баянгол,4,Төмөрзам,"2,4сая"
Паркет,1тагттай,2015,Байхгүй,Вакум,16,Бүргэд,38.9м²,10,Банкнылизингтэй,СонгиноХайрхан,2,21-рхороолол,67сая
Паркет,1тагттай,2014,Байхгүй,Вакум,6,Бүргэд,44.0м²,9,Лизинггүй,Чингэлтэй,2,Багатойрог,85сая
Паркет,1тагттай,2012,Байхгүй,Вакум,7,Бүргэд,54.0м²,6,Банкнылизингтэй,СонгиноХайрхан,3,Баянхошуу,"1,1сая"
Паркет,Тагтгүй,2003,Байхгүй,Вакум,10,Бүргэд,37.0м²,2,Лизинггүй,Баянзүрх,2,13-рхороолол,75сая
Паркет,1тагттай,2020,Байхгүй,Вакум,15,Бүргэд,54.0м²,4,Лизинггүй,Хан-Уул,2,Нисэх,"2,8сая"
Паркет,1тагттай,2018,Байхгүй,Төмөрвакум,15,Бүргэд,120.0м²,11,Лизинггүй,Хан-Уул,5,RiverGarden,"5,4сая"
Паркет,2тагттай,1980,Байхгүй,Вакум,3,Бүргэд,65.0м²,2,Лизинггүй,Чингэлтэй,3,Чингэлтэй,130сая
Паркет,2тагттай,2006,Байгаа,Вакум,5,Бүргэд,210.0м²,4,Лизинггүй,Хан-Уул,8,Бусад,"1,9сая"
Паркет,1тагттай,2015,Байхгүй,Вакум,15,Бүргэд,40.0м²,9,Лизинггүй,СонгиноХайрхан,3,5шар,60сая
Паркет,2тагттай,2017,Байхгүй,Вакум,17,Бүргэд,86.9м²,10,Лизинггүй,Баянзүрх,3,Бусад,"130,35сая"
Паркет,3+тагттай,2011,Байхгүй,Вакум,11,Бүргэд,71.0м²,5,Лизинггүй,Баянзүрх,3,13-рхороолол,135сая
Паркет,1тагттай,2021,Байхгүй,Вакум,16,Бүргэд,81.8м²,8,Лизинггүй,Баянзүрх,4,Баянмонголхороолол,"2,95сая"
Паркет,1тагттай,2017,Байхгүй,Вакум,12,Бүргэд,66.0м²,9,Лизинггүй,Баянзүрх,3,Офицер,"104,94сая"
Паркет,1тагттай,2017,Байгаа,Вакум,15,Бүргэд,147.0м²,14,Лизинггүй,Баянзүрх,6,13-рхороолол,"404,25сая"
Паркет,1тагттай,2014,Байхгүй,Вакум,12,Бүргэд,36.6м²,1,Лизинггүй,СонгиноХайрхан,1,21-рхороолол,55сая
Паркет,1тагттай,2015,Байгаа,Вакум,16,Төмөр,53.0м²,13,Лизинггүй,Баянгол,3,Бусад,"2,1сая"
Цемент,2тагттай,1992,Байхгүй,Вакум,9,Бүргэд,68.0м²,7,Лизинггүй,Сүхбаатар,4,11-рхороолол,135сая
Паркет,1тагттай,2008,Байхгүй,Вакум,9,Бүргэд,61.0м²,9,Лизинггүй,Чингэлтэй,3,Бусад,169сая
Паркет,1тагттай,2021,Байхгүй,Вакум,15,Бүргэд,44.75м²,4,Лизинггүй,Сүхбаатар,2,Бусад,"89,5сая"
Паркет,1тагттай,2020,Байгаа,Төмөрвакум,21,Бүргэд,117.0м²,20,Лизинггүй,Сүхбаатар,5,Бусад,700сая
Паркет,1тагттай,2006,Байгаа,Вакум,6,Бүргэд,210.0м²,5,Лизинггүй,Хан-Уул,8,Бусад,400сая
Паркет,1тагттай,2006,Байхгүй,Вакум,6,Бүргэд,82.0м²,5,Лизинггүй,Баянгол,5,Төмөрзам,85сая
Паркет,1тагттай,2021,Байхгүй,Вакум,15,Бүргэд,59.0м²,10,Лизинггүй,Хан-Уул,2,Алтайхотхон,97сая
Паркет,1тагттай,2021,Байхгүй,Вакум,15,Бүргэд,42.0м²,9,Лизинггүй,Хан-Уул,2,Алтайхотхон,70сая
Паркет,2тагттай,1989,Байгаа,Вакум,12,Бүргэд,40.0м²,5,Лизинггүй,Баянгол,5,"3,4хороолол",122сая
Паркет,2тагттай,2013,Байгаа,Вакум,12,Бүргэд,92.0м²,2,Лизинггүй,Хан-Уул,5,Riverstone,"2,2сая"
Паркет,1тагттай,1995,Байхгүй,Вакум,5,Бүргэд,65.0м²,1,Лизинггүй,СонгиноХайрхан,4,21-рхороолол,78сая
Паркет,1тагттай,2013,Байхгүй,Вакум,13,Бүргэд,47.79м²,5,Лизинггүй,Хан-Уул,3,19-рхороолол,97сая
Паркет,1тагттай,2017,Байхгүй,Вакум,12,Бүргэд,52.0м²,11,Хувьлизингтэй,Баянгол,3,11-рхороолол,95сая
Паркет,2тагттай,2020,Байхгүй,Вакум,9,Бүргэд,93.0м²,9,Банкнылизингтэй,Хан-Уул,6,Бусад,250сая
Паркет,1тагттай,2014,Байгаа,Вакум,9,Бүргэд,86.3м²,8,Лизинггүй,Баянзүрх,3,13-рхороолол,2сая
Паркет,1тагттай,2021,Байхгүй,Вакум,12,Бүргэд,51.0м²,2,Лизинггүй,Баянгол,2,Бусад,"112,2сая"
Ламинат,Тагтгүй,2017,Байхгүй,Вакум,16,Төмөр,119.0м²,14,Лизинггүй,Сүхбаатар,3,13-рхороолол,"7,5сая"
Паркет,1тагттай,2006,Байхгүй,Вакум,5,Төмөрвакум,60.0м²,4,Лизинггүй,Баянгол,4,Бусад,96сая
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,50.4м²,10,Банкнылизингтэй,Баянгол,3,"3,4хороолол",129сая
Паркет,1тагттай,2017,Байхгүй,Вакум,12,Төмөр,41.0м²,1,Лизинггүй,СонгиноХайрхан,2,1-рхороолол,"1,6сая"
Паркет,1тагттай,2018,Байгаа,Вакум,15,Бүргэд,52.89м²,11,Лизинггүй,Хан-Уул,2,Бусад,"137,51сая"
Паркет,1тагттай,2009,Байхгүй,Вакум,7,Бүргэд,58.0м²,7,Лизинггүй,Баянгол,3,"3,4хороолол",110сая
Паркет,2тагттай,1986,Байхгүй,Модонвакум,9,Бүргэд,68.0м²,6,Лизинггүй,Баянгол,4,Төмөрзам,95сая
Паркет,1тагттай,1985,Байхгүй,Вакум,9,Бүргэд,71.0м²,9,Лизинггүй,Баянгол,4,Төмөрзам,118сая
Паркет,1тагттай,2015,Байхгүй,Вакум,12,Бүргэд,55.0м²,6,Хувьлизингтэй,Баянзүрх,2,Сансар,2сая
Паркет,1тагттай,2010,Байхгүй,Вакум,13,Бүргэд,89.0м²,8,Лизинггүй,Чингэлтэй,4,"40,50мянгат",315сая
Паркет,1тагттай,2013,Байхгүй,Вакум,9,Бүргэд,58.5м²,4,Лизинггүй,Сүхбаатар,4,100айл,"93,6сая"
Паркет,1тагттай,1984,Байхгүй,Вакум,9,Бүргэд,32.0м²,3,Лизинггүй,СонгиноХайрхан,3,1-рхороолол,80сая
Паркет,1тагттай,2021,Байхгүй,Вакум,16,Бүргэд,57.0м²,9,Лизинггүй,Хан-Уул,2,Яармаг,2сая
Паркет,1тагттай,2012,Байхгүй,Вакум,15,Бүргэд,117.0м²,10,Лизинггүй,Баянзүрх,5,Бусад,323сая
Паркет,2тагттай,1981,Байхгүй,Модонвакум,9,Төмөр,49.0м²,4,Лизинггүй,Баянгол,4,"3,4хороолол",107сая
Паркет,1тагттай,2021,Байхгүй,Вакум,12,Бүргэд,43.0м²,2,Лизинггүй,Баянгол,3,Төмөрзам,100сая
Паркет,Тагтгүй,2016,Байхгүй,Вакум,16,Бүргэд,80.0м²,2,Лизинггүй,Баянзүрх,2,Офицер,177сая
Паркет,1тагттай,2020,Байхгүй,Вакум,5,Бүргэд,72.0м²,5,Лизинггүй,Хан-Уул,4,Яармаг,3сая
Паркет,1тагттай,2011,Байгаа,Вакум,12,Бүргэд,53.0м²,12,Лизинггүй,Баянзүрх,4,13-рхороолол,110сая
Паркет,1тагттай,2014,Байхгүй,Вакум,16,Бүргэд,56.2м²,3,Лизинггүй,Баянгол,3,Бусад,98сая
Паркет,1тагттай,2021,Байхгүй,Вакум,16,Бүргэд,63.92м²,13,Лизинггүй,Хан-Уул,3,Нисэх,"1,65сая"
Паркет,1тагттай,1989,Байхгүй,Вакум,5,Төмөрвакум,58.0м²,2,Лизинггүй,Баянгол,4,10-рхороолол,95сая
Паркет,1тагттай,2020,Байхгүй,Вакум,6,Бүргэд,50.0м²,3,Лизинггүй,СонгиноХайрхан,3,5шар,"1,6сая"
Паркет,1тагттай,2014,Байхгүй,Вакум,15,Бүргэд,50.0м²,8,Лизинггүй,Хан-Уул,2,Бусад,105сая
Паркет,1тагттай,2019,Байгаа,Вакум,12,Бүргэд,80.0м²,8,Лизинггүй,Хан-Уул,4,120мянгат,160сая
Паркет,1тагттай,2017,Байхгүй,Вакум,12,Бүргэд,43.0м²,12,Лизинггүй,Баянгол,2,"3,4хороолол",85сая
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,73.15м²,14,Лизинггүй,Баянзүрх,3,Бусад,342сая
Паркет,1тагттай,2019,Байхгүй,Вакум,9,Төмөр,62.0м²,4,Лизинггүй,Хан-Уул,4,Яармаг,148сая
Паркет,1тагттай,2019,Байхгүй,Вакум,16,Бүргэд,118.84м²,13,Банкнылизингтэй,Сүхбаатар,5,Бусад,"511,01сая"
Паркет,1тагттай,2013,Байхгүй,Вакум,9,Бүргэд,74.0м²,9,Лизинггүй,Баянзүрх,6,19-рхороолол,180сая
Паркет,1тагттай,2021,Байгаа,Вакум,4,Төмөр,36.0м²,2,Лизинггүй,Баянгол,2,Гандан,"91,75сая"
Паркет,1тагттай,2013,Байхгүй,Вакум,10,Бүргэд,53.0м²,1,Лизинггүй,Баянзүрх,4,13-рхороолол,85сая
Паркет,2тагттай,2012,Байхгүй,Вакум,9,Төмөр,147.0м²,9,Лизинггүй,Хан-Уул,8,120мянгат,"272,88сая"
Паркет,2тагттай,2020,Байгаа,Вакум,5,Төмөр,83.0м²,5,Лизинггүй,Хан-Уул,4,Яармаг,"3,2сая"
Паркет,1тагттай,1980,Байхгүй,Вакум,4,Бүргэд,45.0м²,3,Лизинггүй,Баянзүрх,3,15-рхороолол,75сая
Паркет,3+тагттай,2020,Байхгүй,Вакум,10,Бүргэд,115.47м²,9,Лизинггүй,Хан-Уул,6,Бусад,"427,24сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,4,Бүргэд,36.0м²,2,Лизинггүй,Баянгол,2,Бусад,"91,75сая"
Паркет,Тагтгүй,1980,Байхгүй,Вакум,9,Бүргэд,70.0м²,2,Лизинггүй,Баянгол,4,Төмөрзам,96сая
Паркет,1тагттай,2020,Байхгүй,Вакум,1,Төмөрвакум,145.0м²,1,Банкнылизингтэй,Хан-Уул,5,Яармаг,"2,9сая"
Паркет,1тагттай,2019,Байхгүй,Вакум,3,Төмөрвакум,73.0м²,6,Банкнылизингтэй,Хан-Уул,4,Яармаг,209сая
Паркет,2тагттай,2017,Байхгүй,Вакум,17,Төмөрвакум,86.93м²,3,Банкнылизингтэй,Баянзүрх,3,13-рхороолол,143сая
Паркет,Тагтгүй,2015,Байхгүй,Вакум,17,Бүргэд,42.0м²,17,Лизинггүй,Баянгол,2,"3,4хороолол",75сая
Паркет,1тагттай,2005,Байхгүй,Вакум,5,Бүргэд,51.0м²,5,Лизинггүй,Баянгол,3,"3,4хороолол",68сая
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,85.5м²,13,Лизинггүй,Баянгол,3,Бусад,179сая
Паркет,2тагттай,2015,Байхгүй,Вакум,14,Бүргэд,57.0м²,5,Лизинггүй,Баянзүрх,2,13-рхороолол,129сая
Паркет,3+тагттай,2011,Байгаа,Вакум,15,Бүргэд,216.0м²,15,Лизинггүй,Баянзүрх,5,13-рхороолол,388сая
Паркет,1тагттай,2014,Байхгүй,Вакум,16,Бүргэд,50.0м²,11,Лизинггүй,Баянгол,3,10-рхороолол,95сая
Паркет,1тагттай,2021,Байхгүй,Төмөрвакум,16,Бүргэд,52.0м²,7,Лизинггүй,Хан-Уул,2,Бусад,123сая
Паркет,1тагттай,2017,Байхгүй,Вакум,15,Бүргэд,65.0м²,8,Лизинггүй,Баянзүрх,3,16-рхороолол,"133,6сая"
Паркет,1тагттай,2008,Байгаа,Вакум,6,Бүргэд,243.0м²,6,Лизинггүй,Хан-Уул,8,Зайсан,1000
Паркет,1тагттай,2020,Байхгүй,Вакум,4,Бүргэд,33.52м²,2,Банкнылизингтэй,Баянгол,2,Баруун4зам,"2,8сая"
Паркет,1тагттай,2017,Байхгүй,Вакум,10,Бүргэд,50.0м²,5,Лизинггүй,Баянгол,3,Москвахороолол,85сая
Паркет,2тагттай,2021,Байгаа,Вакум,12,Бүргэд,76.0м²,11,Банкнылизингтэй,Баянзүрх,3,14-рхороолол,"1,85сая"
Паркет,3+тагттай,2012,Байхгүй,Вакум,17,Төмөр,185.0м²,16,Лизинггүй,Баянзүрх,8,Бусад,"314,93сая"
Паркет,1тагттай,2013,Байхгүй,Вакум,9,Бүргэд,58.5м²,4,Лизинггүй,Сүхбаатар,4,Бусад,"93,6сая"
Паркет,2тагттай,2020,Байхгүй,Вакум,16,Бүргэд,96.44м²,16,Лизинггүй,Баянзүрх,4,Бусад,160сая
Паркет,Тагтгүй,2019,Байгаа,Вакум,16,Бүргэд,110.12м²,2,Лизинггүй,Хан-Уул,3,120мянгат,280сая
Паркет,1тагттай,2018,Байхгүй,Вакум,16,Төмөр,57.0м²,7,Банкнылизингтэй,Баянгол,2,10-рхороолол,130сая
Паркет,1тагттай,1984,Байхгүй,Вакум,12,Бүргэд,38.0м²,12,Лизинггүй,Баянгол,4,"3,4хороолол",81сая
Ламинат,1тагттай,2016,Байгаа,Вакум,16,Төмөр,167.0м²,16,Лизинггүй,Хан-Уул,6,Бусад,480сая
Паркет,1тагттай,2016,Байхгүй,Вакум,6,Бүргэд,53.0м²,1,Лизинггүй,Хан-Уул,2,21-рхороолол,89сая
Паркет,1тагттай,1994,Байгаа,Вакум,5,Бүргэд,40.0м²,1,Лизинггүй,СонгиноХайрхан,4,5шар,75сая
Паркет,1тагттай,2021,Байхгүй,Вакум,13,Бүргэд,43.0м²,2,Лизинггүй,Баянгол,3,Бусад,99сая
Паркет,1тагттай,2020,Байхгүй,Вакум,5,Бүргэд,28.53м²,4,Банкнылизингтэй,Баянзүрх,2,Офицер,"1,95сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,16,Бүргэд,45.0м²,16,Лизинггүй,Баянгол,2,"3,4хороолол",108сая
Паркет,1тагттай,2010,Байхгүй,Вакум,10,Бүргэд,69.4м²,10,Лизинггүй,СонгиноХайрхан,4,21-рхороолол,80сая
Паркет,Тагтгүй,2018,Байхгүй,Вакум,12,Бүргэд,83.25м²,1,Лизинггүй,Баянзүрх,3,13-рхороолол,165сая
Паркет,1тагттай,2019,Байхгүй,Вакум,12,Бүргэд,59.0м²,12,Лизинггүй,Баянзүрх,3,14-рхороолол,103сая
Паркет,1тагттай,2018,Байгаа,Вакум,12,Бүргэд,80.0м²,5,Банкнылизингтэй,Хан-Уул,4,Сонсголон,165сая
Паркет,1тагттай,2016,Байхгүй,Вакум,9,Бүргэд,32.0м²,7,Лизинггүй,Хан-Уул,1,Бусад,65сая
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,70.0м²,1,Лизинггүй,Баянгол,4,"3,4хороолол",154сая
Паркет,1тагттай,2020,Байхгүй,Вакум,15,Вакум,60.0м²,14,Лизинггүй,Баянзүрх,2,14-рхороолол,"1,9сая"
Паркет,1тагттай,2020,Байхгүй,Вакум,13,Бүргэд,49.0м²,12,Лизинггүй,Баянзүрх,2,Бусад,80сая
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,51.1м²,3,Банкнылизингтэй,Баянгол,2,"3,4хороолол",95сая
Ламинат,1тагттай,2009,Байгаа,Вакум,6,Бүргэд,55.55м²,3,Лизинггүй,Баянзүрх,3,13-рхороолол,120сая
Паркет,1тагттай,2019,Байхгүй,Вакум,14,Бүргэд,47.5м²,13,Банкнылизингтэй,Хан-Уул,2,Алтайхотхон,"1,8сая"
Паркет,1тагттай,2013,Байхгүй,Вакум,8,Бүргэд,34.64м²,5,Лизинггүй,Баянгол,1,"3,4хороолол","76,2сая"
Паркет,1тагттай,2021,Байгаа,Вакум,16,Бүргэд,53.35м²,9,Лизинггүй,Баянзүрх,3,16-рхороолол,"1,7сая"
Паркет,2тагттай,1988,Байхгүй,Вакум,12,Бүргэд,29.0м²,1,Лизинггүй,Баянгол,4,"3,4хороолол",92сая
Паркет,1тагттай,2020,Байхгүй,Вакум,23,Төмөр,70.0м²,5,Лизинггүй,Хан-Уул,4,120мянгат,"3,8сая"
Паркет,1тагттай,2017,Байхгүй,Вакум,13,Бүргэд,50.26м²,12,Лизинггүй,Сүхбаатар,2,100айл,86сая
Паркет,1тагттай,2019,Байхгүй,Вакум,15,Төмөр,60.0м²,14,Лизинггүй,Баянзүрх,2,Олимпхотхон,158сая
Паркет,2тагттай,2008,Байхгүй,Вакум,10,Бүргэд,124.0м²,10,Лизинггүй,Хан-Уул,4,Бусад,"204,6сая"
Паркет,1тагттай,2007,Байхгүй,Вакум,6,Бүргэд,70.0м²,3,Лизинггүй,Сүхбаатар,4,5-рхороолол,180сая
Паркет,1тагттай,2021,Байхгүй,Вакум,12,Бүргэд,51.0м²,2,Лизинггүй,Хан-Уул,2,Яармаг,"1,48сая"
Паркет,1тагттай,2017,Байгаа,Вакум,15,Бүргэд,147.0м²,14,Лизинггүй,Баянзүрх,6,Бусад,"404,25сая"
Паркет,1тагттай,1986,Байгаа,Вакум,5,Бүргэд,50.0м²,5,Лизинггүй,Сүхбаатар,4,Бусад,122сая
Паркет,1тагттай,2015,Байхгүй,Вакум,9,Бүргэд,39.57м²,4,Лизинггүй,Баянзүрх,2,Бусад,67сая
Паркет,3+тагттай,2006,Байгаа,Вакум,5,Бүргэд,210.0м²,4,Лизинггүй,Хан-Уул,8,Бусад,400сая
Паркет,3+тагттай,2012,Байхгүй,Вакум,9,Бүргэд,147.0м²,9,Лизинггүй,Хан-Уул,8,Бусад,"272,88сая"
Паркет,1тагттай,2013,Байхгүй,Вакум,5,Бүргэд,38.0м²,5,Лизинггүй,Баянзүрх,2,Бусад,75сая
Паркет,3+тагттай,2008,Байгаа,Вакум,6,Бүргэд,135.0м²,5,Лизинггүй,Хан-Уул,6,Бусад,216сая
Паркет,1тагттай,2015,Байхгүй,Вакум,10,Бүргэд,42.71м²,6,Лизинггүй,Баянзүрх,2,16-рхороолол,75сая
Паркет,2тагттай,2020,Байхгүй,Вакум,24,Бүргэд,74.8м²,16,Лизинггүй,Сүхбаатар,3,Бусад,380сая
Паркет,1тагттай,2016,Байхгүй,Вакум,12,Бүргэд,43.0м²,12,Лизинггүй,Баянзүрх,2,14-рхороолол,78сая
Паркет,1тагттай,2010,Байхгүй,Вакум,9,Бүргэд,48.0м²,8,Банкнылизингтэй,Баянгол,2,10-рхороолол,70сая
Паркет,2тагттай,2019,Байхгүй,Мод,6,Бүргэд,103.0м²,5,Лизинггүй,Баянзүрх,5,Бусад,175сая
Паркет,2тагттай,2008,Байхгүй,Мод,10,Бүргэд,124.0м²,10,Лизинггүй,Хан-Уул,4,Нарханхотхон,"204,6сая"
Паркет,2тагттай,2010,Байхгүй,Вакум,10,Бүргэд,150.0м²,4,Лизинггүй,Баянзүрх,5,Бусад,350сая
Паркет,1тагттай,2019,Байхгүй,Вакум,9,Бүргэд,36.0м²,7,Банкнылизингтэй,Баянгол,2,21-рхороолол,62сая
Паркет,2тагттай,2013,Байхгүй,Вакум,16,Бүргэд,38.0м²,2,Лизинггүй,Баянгол,3,10-рхороолол,62сая
Паркет,1тагттай,2015,Байгаа,Вакум,15,Бүргэд,37.69м²,13,Лизинггүй,СонгиноХайрхан,2,21-рхороолол,82сая
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,29.0м²,5,Лизинггүй,Баянзүрх,2,Бусад,56сая
Паркет,1тагттай,2013,Байхгүй,Вакум,17,Төмөрвакум,60.0м²,17,Лизинггүй,Сүхбаатар,3,"40,50мянгат",174сая
Паркет,1тагттай,2020,Байхгүй,Вакум,16,Бүргэд,29.45м²,5,Лизинггүй,Баянзүрх,2,Бусад,54сая
Паркет,1тагттай,2012,Байхгүй,Вакум,9,Бүргэд,147.5м²,9,Лизинггүй,Хан-Уул,8,120мянгат,"272,88сая"
Паркет,1тагттай,2016,Байхгүй,Вакум,6,Бүргэд,83.25м²,5,Лизинггүй,СонгиноХайрхан,4,21-рхороолол,85сая
Паркет,Тагтгүй,2011,Байхгүй,Вакум,5,Бүргэд,70.0м²,2,Лизинггүй,Баянгол,4,"3,4хороолол",130сая
Паркет,1тагттай,2015,Байхгүй,Вакум,9,Бүргэд,42.32м²,8,Банкнылизингтэй,Хан-Уул,1,Нисэх,65сая
Паркет,1тагттай,2013,Байхгүй,Вакум,12,Бүргэд,55.0м²,3,Лизинггүй,Баянгол,4,"3,4хороолол","92,8сая"
Паркет,1тагттай,2000,Байгаа,Вакум,6,Төмөр,122.0м²,4,Лизинггүй,Сүхбаатар,6,Бусад,793сая
Паркет,1тагттай,2013,Байхгүй,Вакум,12,Бүргэд,55.0м²,3,Лизинггүй,Баянгол,4,"3,4хороолол","92,8сая"
Паркет,1тагттай,2013,Байхгүй,Вакум,12,Бүргэд,55.0м²,3,Лизинггүй,Баянгол,4,"3,4хороолол","92,8сая"
Паркет,1тагттай,2013,Байхгүй,Вакум,12,Төмөр,53.0м²,1,Лизинггүй,Баянзүрх,3,13-рхороолол,100сая
Паркет,1тагттай,2016,Байхгүй,Вакум,9,Бүргэд,92.0м²,4,Лизинггүй,Баянзүрх,4,Өгөөмөрзахынзүүн,160сая
Паркет,1тагттай,2009,Байхгүй,Вакум,5,Бүргэд,78.0м²,4,Лизинггүй,Баянзүрх,3,13-рхороолол,140сая
Паркет,Тагтгүй,2015,Байхгүй,Вакум,12,Бүргэд,107.0м²,10,Банкнылизингтэй,Сүхбаатар,5,Бусад,350сая
Паркет,1тагттай,2015,Байхгүй,Вакум,15,Бүргэд,91.0м²,11,Лизинггүй,Баянзүрх,4,Сансар,192сая
Паркет,1тагттай,1999,Байхгүй,Вакум,5,Бүргэд,45.0м²,3,Лизинггүй,Баянзүрх,3,Бусад,75сая
Паркет,1тагттай,1980,Байхгүй,Вакум,5,Бүргэд,30.0м²,3,Лизинггүй,СонгиноХайрхан,3,5шар,66сая
Паркет,1тагттай,2012,Байхгүй,Вакум,12,Бүргэд,45.0м²,4,Лизинггүй,Баянзүрх,2,16-рхороолол,70сая
Паркет,1тагттай,1992,Байхгүй,Вакум,9,Бүргэд,64.0м²,4,Банкнылизингтэй,Баянзүрх,3,15-рхороолол,85сая
Ламинат,1тагттай,2003,Байгаа,Модонвакум,6,Бүргэд,76.0м²,4,Лизинггүй,Баянгол,4,10-рхороолол,130сая
Паркет,1тагттай,2021,Байхгүй,Вакум,16,Бүргэд,92.2м²,2,Хувьлизингтэй,Баянгол,4,Тээврийнтовчоо,"2,5сая"
Паркет,Тагтгүй,2020,Байгаа,Вакум,10,Бүргэд,59.82м²,4,Лизинггүй,Хан-Уул,2,Яармаг,"2,4сая"
Мод,1тагттай,1980,Байхгүй,Вакум,5,Мод,44.0м²,3,Лизинггүй,СонгиноХайрхан,4,5шар,80сая
Паркет,1тагттай,2017,Байхгүй,Вакум,12,Төмөр,81.76м²,10,Лизинггүй,Хан-Уул,4,Яармаг,"2,2сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,9,Бүргэд,37.0м²,8,Лизинггүй,Баянзүрх,2,Бусад,"1,65сая"
Паркет,2тагттай,2021,Байхгүй,Вакум,15,Бүргэд,89.0м²,12,Банкнылизингтэй,Хан-Уул,3,19-рхороолол,"2,8сая"
Паркет,1тагттай,2020,Байхгүй,Вакум,13,Бүргэд,92.0м²,10,Лизинггүй,Баянгол,4,Баруун4зам,"211,6сая"
Паркет,1тагттай,2021,Байхгүй,Вакум,4,Бүргэд,37.0м²,2,Лизинггүй,Баянгол,2,Гандан,"2,5сая"
Паркет,1тагттай,2012,Байхгүй,Вакум,16,Бүргэд,56.0м²,4,Лизинггүй,Баянгол,3,10-рхороолол,80сая
Паркет,2тагттай,2017,Байгаа,Төмөрвакум,6,Бүргэд,162.0м²,5,Банкнылизингтэй,Хан-Уул,6,Зайсан,700сая
Паркет,1тагттай,2021,Байхгүй,Төмөрвакум,12,Бүргэд,50.5м²,9,Хувьлизингтэй,Хан-Уул,2,Яармаг,"2,9сая"
Паркет,1тагттай,2021,Байгаа,Вакум,15,Бүргэд,45.0м²,5,Лизинггүй,Сүхбаатар,3,Дөлгөөннуур,"1,95сая"
Паркет,1тагттай,2020,Байгаа,Вакум,10,Бүргэд,58.0м²,9,Лизинггүй,Хан-Уул,2,Бусад,3сая
Паркет,1тагттай,2015,Байхгүй,Вакум,9,Бүргэд,86.0м²,4,Банкнылизингтэй,Баянзүрх,3,13-рхороолол,"1,75сая"
Паркет,Тагтгүй,2018,Байгаа,Вакум,15,Бүргэд,113.0м²,5,Лизинггүй,Сүхбаатар,4,220мянгат,515сая
Паркет,1тагттай,2010,Байгаа,Модонвакум,12,Бүргэд,97.0м²,5,Лизинггүй,Баянзүрх,6,13-рхороолол,190сая
